source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
PIF4_5_7,PROTEIN_COMPLEX,YUC_TAA,GENE,activation,,MEDIUM,PIF4 directly binds the YUC8 promoter and activates transcription to drive auxin biosynthesis,,,,,,"PIF4 and PIF5 directly bind to the promoters of auxin biosynthetic genes YUC8, TAA1, and CYP79B2",,
PIF5,GENE,HFR1,GENE,activation,,MEDIUM,PIF5 induces HFR1 transcription under shade; creates safe negative feedback brake on PIF4 (Motif 2) (JUDGE S009).,,,,,,HFR1/SICS1 is rapidly induced by FR-enriched light and recognized in vivo by PIF5,,
PIF5,GENE,Hypocotyl_Length,PHENOTYPE,activation,,MEDIUM,PIF5 redundantly with PIF3/4 activates elongation genes.,,,,,,PIF4 and PIF5 are known negative regulators of photomorphogenesis that mediate hypocotyl elongation,,
PIF7,GENE,YUC8,GENE,activation,,MEDIUM,PIF7 is the primary shade-induced activator of YUC8 auxin biosynthesis.,,,,,,PIF7 binding to DNA was similar in 21FR and 30FR; YUC8 expression well correlated with PIF7 activity,,
PIN,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,PIN2 mediates basipetal auxin reflux through epidermis [Edge represents composite family; evidence drawn from curated E066 (PIN2->Lateral_Root_Density).],,,,,,Auxin is refluxed back by basipetal transport through the epidermis in a PIN2- and AUX1-dependent manner,,
PIN1,GENE,Shoot_Branching,PHENOTYPE,activation,,MEDIUM,Low phosphate upregulates SL biosynthetic gene expression,,,,,,Limited availability of P promotes SL production,,
PIN3,GENE,Shoot_Branching,PHENOTYPE,activation,,MEDIUM,Phosphate sufficiency suppresses SL biosynthesis; deficiency strongly induces it.,,,,,,,,
PKL,GENE,FUS3,GENE,repression,,MEDIUM,PKL directly represses FUS3,,,,,,PKL represses FUS3 via chromatin remodeling,,
PKL,GENE,LEC1,GENE,repression,,MEDIUM,PICKLE CHD3 chromatin remodeler directly represses LEC1,,,,,,"PKL binds the LEC1, LEC2, and FUS3 genes in seedlings to directly repress their expression",,
PKL,GENE,LEC2,GENE,repression,,MEDIUM,PKL directly represses LEC2,,,,,,"PKL binds LEC1, LEC2, FUS3 genes to directly repress expression",,
PLT,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,PLT3 required for LR primordium outgrowth and proper spacing; loss causes clustering [Edge represents composite family; evidence drawn from curated E045 (PLT3->Lateral_Root_Density).],,,,,,periclinal cell divisions defects; only ~3% primordia emerged in plt3plt5plt7,,
PLT,PROTEIN_COMPLEX,PIN,PROTEIN_COMPLEX,activation,,MEDIUM,PLT controls PIN1 expression and polar membrane localization in primordia [Edge represents composite family; evidence drawn from curated E041 (PLT3->PIN1).],,,,,,"from stage II onward, polar localization on plasma membrane of PIN1 impaired in mutant",,
PP2A,GENE,BZR1,GENE,activation,,MEDIUM,"PP2A dephosphorylates BZR1, activating its nuclear function.",,,,,,PROTEIN PHOSPHATASE 2A dephosphorylates BZR1 when BR levels are high,,
PP2A,GENE,BZR_BES,PROTEIN_COMPLEX,activation,,MEDIUM,"PP2A dephosphorylates BZR1, restoring its nuclear localization and DNA binding",,,,,,PROTEIN PHOSPHATASE2A (PP2A) dephosphorylates and activates BES1 and BZR1 in response to BR,,
PRC2,PROTEIN_COMPLEX,CKX2,GENE,repression,,MEDIUM,H3K27me3 deposition represses CKX2 transcription,,,,,,H3K27me3 deposited over CKX2 promoter-exon1 region; CKX2 ectopically overexpressed in FIEcos seedlings,,
PRC2,PROTEIN_COMPLEX,Endosperm_Proliferation,PROCESS,repression,,MEDIUM,FIS-PRC2 represses autonomous endosperm development pre-fertilization,,,,,,FIS mutants show autonomous endosperm development; PRC2 represses central cell division before fertilization,,
PRC2,PROTEIN_COMPLEX,FLC,GENE,repression,,MEDIUM,PRC2 catalyzes H3K27me3 at FLC,,,,,,PRC2 catalyzes tri-methylation of histone H3K27,,
PRC2,PROTEIN_COMPLEX,TAR1,GENE,repression,,MEDIUM,PRC2 silences maternal TAR1,,,,,,gametophytic PRC2 silences maternal TAR1,,
PRC2,PROTEIN_COMPLEX,YUC10,GENE,repression,,MEDIUM,gametophytic PRC2 silences maternal YUC10 pre-fertilization,,,,,,gametophytic PRC2 silences maternal alleles encoding YUC10 and TAR1,,
PYL,GENE,ABI1,GENE,inhibition,,MEDIUM,ABA-bound PYL physically blocks ABI1 (PP2C) phosphatase active site,,,,,,"ABA bound to PYR/PYL/RCAR receptors inhibits clade A PP2C protein phosphatases (ABI1, ABI2, HAB1, and PP2CA) and results in activation of SnRK2 protein kinases",,
PYL8,GENE,ABI1,GENE,inhibition,,MEDIUM,PYL8-ABA complex inhibits ABI1 PP2C phosphatase,,,,,,PYR1 and PYL proteins are ABA receptors that interact with and inhibit clade-A protein phosphatase type 2Cs (PP2Cs),,
Photoperiod,ENVIRONMENT,FT,GENE,activation,,MEDIUM,"High P status represses SL-biosynthetic genes (MAX3/CCD7, MAX4/CCD8, MAX1) - low P induces SL production for both branching control and AM symbiosis",,,,,,High P status represses SL-biosynthetic genes,,
RAV1,GENE,ABI5,GENE,repression,,MEDIUM,RAV1 binds and represses ABI5 promoter,,,,,,RAV1 binds and represses ABI5 promoter,,
RAV1,GENE,IKU2,GENE,repression,,MEDIUM,RAV1 binds CACCTG motif in IKU2 promoter,,,,,,RAV1 directly binds CACCTG motif in IKU2 promoter,,
RAV1,GENE,MINI3,GENE,repression,,MEDIUM,RAV1 binds CAACA motif in MINI3 promoter,,,,,,RAV1 directly binds CAACA motif in MINI3 promoter (ChIP),,
RBR1,GENE,Endosperm_Proliferation,PROCESS,inhibition,,MEDIUM,retinoblastoma-related blocks G1/S transition in central cell,,,,,,rbr1 female gametophytes fail to arrest nuclear division after the third mitosis,,
SEEDSTICK,GENE,E2FA,GENE,activation,,MEDIUM,MADS-box TF directly activates E2Fa transcription,,,,,,SEEDSTICK Controls Seed Size via Direct Activation of E2Fa,,
SEEDSTICK,GENE,Integument_Growth,PROCESS,activation,,MEDIUM,SEEDSTICK (STK) MADS-box TF acts as maternal activator of integument cell divisions in early seed development,,,,,,STK acts as maternal activator of growth in earlier phases of seed development,,
SEUSS,GENE,Ovule_size,PROCESS,activation,,MEDIUM,SEUSS required for ovule initiation in synergy with ANT,,,,,,seu ant double mutants lack ovules completely; complete loss of ovule primordia initiation,,
SHB1,GENE,Endosperm_Proliferation,PROCESS,activation,,MEDIUM,via IKU pathway activation and independent embryo cell proliferation,,,,,,SHB1 gain-of-function regulates endosperm proliferation and timing of cellularization,,
SHB1,GENE,IKU2,GENE,activation,,MEDIUM,SHB1 directly associates with the IKU2 promoter (ChIP); shb1-D enhances IKU2 expression 10-fold,,,,,,SHB1 associates with IKU2 promoter; shb1-D enhanced IKU2 expression 10-fold,,
SHB1,GENE,MINI3,GENE,activation,,MEDIUM,SHB1 associates with MINI3 promoter in vivo (ChIP),,,,,,SHB1 associates with both MINI3 and IKU2 promoters in vivo; shb1-D enhanced MINI3 expression 10-fold,,
SLY1,GENE,DELLA,PROTEIN_COMPLEX,inhibition,,MEDIUM,SLY1 F-box protein recognizes GA-GID1-bound DELLA and triggers its polyubiquitination/degradation,,,,,,"GID1-GA-DELLA complex formation stimulates DELLA recognition by the F-box protein SLY1, leading to DELLA polyubiquitination",,
SL_SYN,PROTEIN_COMPLEX,Strigolactone,HORMONE,activation,,MEDIUM,MAX3/CCD7 cleaves 9-cis-beta-carotene,,,,,,"Subsequent cleavages by carotenoid cleavage dioxygenases 7 and 8 (CCD7 and CCD8) produce carlactone, a key endogenous precursor",,
SMXL678,PROTEIN_COMPLEX,BRC1,GENE,inhibition,,MEDIUM,SMXL678 represses BRC1 transcription via TPR2,,,,,,SMXL6/7/8 promote the outgrowth of lateral buds,,
SMXL678,PROTEIN_COMPLEX,PIN1,GENE,activation,,MEDIUM,SMXL678 promotes PIN1 basal plasma membrane accumulation,,,,,,SMXL proteins to modulate the stability or availability of their protein interaction partners could help to explain how SLs and KARs can influence the abundance of PIN-FORMED (PIN) auxin efflux carriers,,
SMXL678,PROTEIN_COMPLEX,SPL9,GENE,inhibition,,MEDIUM,SMXL678 physically inhibits SPL9 DNA-binding,,,,,,"SMXL6 targets 729 genes in the Arabidopsis genome and represses the transcription of SMXL6, SMXL7 and SMXL8 by binding directly to their promoters.",,
SNRK2,GENE,ABI4_5,PROTEIN_COMPLEX,activation,,MEDIUM,SnRK2 kinases activate downstream ABI TFs [Edge represents composite family; evidence drawn from curated E149 (SNRK2->ABI4).],,,,,,"LR quiescence controlled by core ABA signaling through PYL receptors, PP2C co-receptors, SnRK2 protein kinases, ABI4 transcription factor",,
SNRK2,GENE,ABI5,GENE,activation,,MEDIUM,Active SnRK2 kinases phosphorylate and activate ABI5 and ABF bZIP transcription factors,,,,,,These kinases phosphorylate and activate bZIP transcription factors including ABI5 and ABFs/AREBs,,
SOB7,GENE,Brassinosteroid,HORMONE,inhibition,,MEDIUM,SOB7/CYP72C1 redundantly inactivates BRs alongside BAS1.,,,,,,SOB7 acts on precursors of BR biosynthesis,,
SOC1,GENE,AGL24,GENE,activation,,MEDIUM,SOC1 directly promotes AGL24 mRNA expression (positive feedback loop),,,,,,SOC1 can directly promote AGL24 mRNA expression,,
SOC1,GENE,AP1,GENE,activation,,MEDIUM,SOC1 (with AGL24/FUL) upregulates AP1 at the floral meristem,,,,,,SOC1 upregulates LFY and AP1,,
SOC1,GENE,AP2,GENE,repression,,MEDIUM,SOC1 and AP2 mutually repress each other during floral transition,,,,,,AP2:VENUS persists longer in soc1-2 background (until 21 LD vs. 17 LD in wild-type); Reciprocal repression of SOC1 and AP2,,
SOC1,GENE,FUL,GENE,activation,,MEDIUM,SOC1 activates FUL transcription as part of floral transition program,,,,,,"SOC1 receives input from vernalization, GA, photoperiod, aging pathways; upregulates LFY and AP1 (and FUL)",,
SOC1,GENE,Flowering_Time,PHENOTYPE,activation,,MEDIUM,SOC1 integrates photoperiod/GA/vernalization signals to activate meristem identity genes,,,,,,SPL9 and SPL15 functionally cooperate with the MADS-box protein SOC1 to activate FRUITFULL (FUL),,
SOC1,GENE,LFY,GENE,activation,,MEDIUM,SOC1 directly binds LFY regulatory sequences (ChIP-seq) to activate transcription,,,,,,peak of SOC1 expression just prior to the floral transition precedes LFY up-regulation explained by direct binding of SOC1 to LFY regulatory sequences,,
SOC1,GENE,SVP,GENE,repression,,MEDIUM,SOC1 directly binds SVP regulatory regions to repress it during flowering,,,,,,SOC1 binds directly to SVP to contribute to its repression during flowering,,
SOD7,GENE,Integument_Growth,PROCESS,repression,,MEDIUM,NGATHA-like TF represses integument proliferation,,,,,,SOD7/NGAL2 regulates seed size by limiting cell proliferation in the integument,,
SPA1,GENE,BIN2,GENE,inhibition,,MEDIUM,"SPA1 promotes BIN2 degradation in light, completing SPA1 Multi-Output Scaffold (JUDGE S006).",,,,,,SPA1 presence reduces BIN2-PIF3 interaction through competing for same PIF3 regions,,
SPA1,GENE,COP1_SPA,GENE,activation,,MEDIUM,SPA1 is an obligate co-factor for COP1 E3 ligase activity in the dark; supports COP1 function via direct interaction.,,,,,,COP1-SPA complex interacts with and promotes ubiquitination and degradation of HY5,,
SPA1,GENE,HY5,GENE,inhibition,,MEDIUM,SPA1 (within CUL4-COP1-SPA1 complex) directly ubiquitinates HY5 (JUDGE S006).,,,,,,SPA1 directly phosphorylates HY5 in vitro in a concentration and time-dependent manner,,
SPL9,GENE,AP1,GENE,activation,,MEDIUM,SPL9 activates AP1 transcription,,,,,,"spl2/9/11/13/15 mutants showed reduced LFY, AP1, FUL, and SOC1 transcripts by about 50%.",,
SPL9,GENE,BRC1,GENE,activation,,MEDIUM,SPL TFs directly repress LAS expression to suppress AM initiation in the adult phase.,,,,,,,,
SPL9,GENE,FUL,GENE,activation,,MEDIUM,SPL9 (with SPL2/11/13/15) directly activates FUL expression,,,,,,"spl2/9/11/13/15 mutants showed reduced the abundance of LFY, AP1, FUL, and SOC1 transcripts by about 50%.",,
SPL9,GENE,LFY,GENE,activation,,MEDIUM,SPL9 activates LFY transcription,,,,,,"spl2/9/11/13/15 mutants showed reduced LFY, AP1, FUL, and SOC1 transcripts.",,
SPL9,GENE,Plant_Height,PHENOTYPE,inhibition,,MEDIUM,SPL9 promotes floral transition and shoot maturation; higher SPL9 activity leads to earlier flowering and shorter inflorescence stems. spl9 spl15 double mutant showed significantly reduced inflorescence height (6.9 cm vs 12.1 cm in wild-type) demonstrating SPL9 shortens plant height via earlier reproductive transition,,,,,,Inflorescence height was measured between the rosette and the first flower; double mutant showed significantly reduced height (6.9 cm vs 12.1 cm in wild-type); double mutant bolted and flowered somewhat later than wild-type (bolting 18.5 DAS vs 16.3 DAS),,
SPL9,GENE,SOC1,GENE,activation,,MEDIUM,SPL9 activates SOC1 expression,,,,,,ProSPL9:rSPL9 promoted flowering; elevated SOC1 and MIR172b.,,
SPL9,GENE,miR172,REGULATORY_RNA,activation,,MEDIUM,SPL9 binds upstream of MIR172B promoter (~1.2 kb upstream) and directly transcriptionally activates miR172b,,,,,,SPL9 is a direct transcriptional activator of miR172b with enrichment ~5-fold at binding site S1 located 1.2 kb upstream of miR172b transcription start.,,
SPY,GENE,DELLA,PROTEIN_COMPLEX,activation,,MEDIUM,"SPINDLY (SPY) is an O-GlcNAc transferase that modifies DELLA proteins, positively regulating DELLA function/stability; spy mutations partially rescue GA deficiency",,,,,,Loss-of-function spy mutations partially rescue all defects resulting from GA deficiency,,
SVP,GENE,FLC,GENE,activation,,MEDIUM,SVP heterodimerizes with FLC to enhance repression,,,,,,SVP forms repressor complex with FLC,,
SVP,GENE,FT,GENE,repression,,MEDIUM,"SVP-FLC, SVP-FLM heterodimers bind first intron of FT and repress transcription",,,,,,"SVP-FLC, SVP-FLM, FLC-FLM heterodimers bind to the first intron of FT",,
SVP,GENE,SOC1,GENE,repression,,MEDIUM,"SVP binds SOC1 regulatory sequences directly, often as a complex with FLC",,,,,,SVP binds SOC1 regulatory sequences as well,,
Storage_reserves,PROCESS,Seed_Size,PHENOTYPE,activation,,MEDIUM,Seed reserve accumulation contributes to final seed mass and weight; storage-deficient mutants produce smaller seeds,,,,,,"Reserve accumulation determines final seed mass and dry weight; mutants defective in storage compound deposition (e.g., wri1) produce smaller, lighter seeds.",,
Strigolactone,HORMONE,CKX9,GENE,activation,,MEDIUM,SL induces CKX9. Trap 5 framework limitation: non-gated direct edge; signaling-mutant rescue tests for CKX9-mediated CK may mispredict.,,,,,,STM can promote axillary meristem initiation by upregulating cytokinin biosynthesis genes (e.g. IPT7),,
Strigolactone,HORMONE,D14,GENE,activation,,MEDIUM,SL binds D14 receptor for signaling,,,,,,decrease in LR length with rac-GR24 addition was seen in Col-0 and d14-1,,
Strigolactone,HORMONE,Plant_Height,PHENOTYPE,activation,,MEDIUM,SL suppresses axillary branching thereby channeling resources to main stem; SL-deficient mutants (max1/3/4) are bushy with shorter main stems,,,,,,"The max3-9 mutant exhibited rounder, broader laminas than wild-type leaves, whereas the smxl6/7/8 triple mutant displayed longer, narrower laminas",,
Sucrose,METABOLITE,BRC1,GENE,inhibition,,MEDIUM,SPS negatively regulates CK; sps loss causes massive overproliferation,,,,,,sps mutant has massive shoot overproliferation,,
Sucrose,METABOLITE,Cytokinin,HORMONE,activation,,MEDIUM,Sucrose promotes CK accumulation (zeatin),,,,,,Levels of intermediate and active CK forms increased following feeding with sucrose,,
Sucrose,METABOLITE,HB21,GENE,inhibition,,MEDIUM,STM transcription factor directly activates IPT expression to drive cytokinin biosynthesis in meristem cells.,,,,,,,,
Sucrose,METABOLITE,MAX2,GENE,inhibition,,MEDIUM,"Sucrose represses transcript abundance of D3 (the rice ortholog of Arabidopsis MAX2), inhibiting SCF complex availability for SL signaling",,,,,,"Sucrose inhibits the gene expression of D3, the orthologue of the Arabidopsis F-box MAX2 required for SL signalling",,
Sucrose,METABOLITE,PIN1,GENE,activation,,MEDIUM,"Sucrose upregulates auxin efflux carrier PIN1 expression early in buds (via RhPIN1 in Rosa), enabling auxin canalization and bud growth",,,,,,sucrose upregulated... the auxin efflux carrier gene RhPIN1,,
Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,activation,,MEDIUM,Sugar acts as initial trigger for bud outgrowth,,,,,,Initial growth of buds during the 24 h after activation is likely related to diversion of sugars,,
Sucrose,METABOLITE,Strigolactone,HORMONE,inhibition,,MEDIUM,"SPLAYED (SYD), a SWI/SNF chromatin-remodeling ATPase, is required for SL-mediated transcriptional induction of BRC1",,,,,,BRANCHED1 (BRC1): Identified as a critical SL-induced transcription factor whose induction requires the SWI/SNF ATPase SPLAYED (SYD),,
Sucrose,METABOLITE,T6P,METABOLITE,activation,,MEDIUM,Sucrose availability strongly correlates with T6P levels; T6P is a sucrose-specific signal,,,,,,"Tre6P was highly correlated with sucrose, irrespective of the type of sugar supplied to C-starved seedlings",,
Sucrose,METABOLITE,miR156,REGULATORY_RNA,repression,,MEDIUM,Sugar represses MIR156A and MIR156C expression to promote vegetative phase change,,,,,,Sugar promotes vegetative phase change in Arabidopsis thaliana by repressing the expression of MIR156A and MIR156C.,,
T6P,METABOLITE,FT,GENE,activation,,MEDIUM,T6P signaling in leaves is required for FT expression; otsA-complemented tps1 plants restore FT expression,,,,,,FT expression depends on functional TPS1...the dependence of FT expression on TPS1 is solely due to its Tre6P-synthesizing capacity,,
T6P,METABOLITE,Shoot_Branching,PHENOTYPE,activation,,MEDIUM,SL signaling represses MAX1/MAX3/MAX4 transcription via SMXL678 stabilization of repression - negative feedback (loss of SMXL678 derepresses MAX genes),,,,,,three known SL-biosynthetic MAX genes...were significantly upregulated in smxl6/7/8 plants relative to WT after dehydration,,
T6P,METABOLITE,miR156,REGULATORY_RNA,inhibition,,MEDIUM,T6P signaling represses miR156 in leaves to promote vegetative phase change,,,,,,T6P regulates miR156 levels in leaves contributing to age pathway progression,,
TAA1,GENE,Auxin,HORMONE,activation,,MEDIUM,"TAA1 catalyzes Trp->IPyA, the first step of the IPA auxin biosynthesis pathway.",,,,,,TAA1 encodes Trp aminotransferase catalyzing Trp conversion to indole-3-pyruvic acid,,
TAR1,GENE,Auxin,HORMONE,activation,,MEDIUM,tryptophan aminotransferase in auxin biosynthesis,,,,,,YUC10 and TAR1 drive post-fertilization auxin production,,
TAR2,GENE,Auxin,HORMONE,activation,,MEDIUM,TAR2 aminotransferase contributes to IAA biosynthesis under low N,,,,,,Low NO3- restored auxin accumulation in primordial of LRs via TAR2,,
TCP14,GENE,Cell_Proliferation,PROCESS,activation,,MEDIUM,TCP14 positively affects cell proliferation,,,,,,Single and double mutants in TCP14/15 show decreased expression of cell cycle genes,,
TFL1,GENE,AP1,GENE,repression,,MEDIUM,TFL1-FD complex directly represses AP1 transcription,,,,,,TFL1-SRDX repressed all genes examined including AP1; overexpression delays flowering,,
TFL1,GENE,FD,GENE,activation,,MEDIUM,"TFL1 interacts physically with FD in the nucleus, forming repressor complex",,,,,,TFL1 interacts with FD in the nucleus (BiFC assay),,
TFL1,GENE,FUL,GENE,repression,,MEDIUM,TFL1-FD complex directly represses FUL,,,,,,"AP1, FUL: Direct TFL1-FD repression (floral fate genes)",,
TFL1,GENE,Flowering_Time,PHENOTYPE,inhibition,,MEDIUM,TFL1 maintains inflorescence indeterminacy and delays floral transition; tfl1 mutants flower early,,,,,,"Early flowering: Reduced rosette leaves at bolting (22C, long-day); tfl1 mutants show determinate inflorescence",,
TFL1,GENE,LFY,GENE,repression,,MEDIUM,TFL1-FD complex represses LFY by binding G-box/bZIP motifs in the LFY second exon,,,,,,LFY: Repression via exonic G-box and C-boxes; reporters with mutated bZIP sites show ectopic expression in apex,,
TFL1,GENE,SOC1,GENE,repression,,MEDIUM,TFL1-FD complex directly represses SOC1 at shared loci,,,,,,"SOC1, GI, CO: Direct repression (reproductive development genes); ChIP peaks at reproductive development loci",,
TIE1,GENE,BRC1,GENE,inhibition,,MEDIUM,"Sucrose upregulates auxin efflux carrier PIN1 expression early in buds (via RhPIN1 in Rosa), enabling auxin canalization and bud growth",,,,,,sucrose upregulated... the auxin efflux carrier gene RhPIN1,,
TIR1,GENE,ARF2,GENE,activation,,MEDIUM,TIR1 degrades Aux/IAA to release ARF2,,,,,,ARF transcription factors amplify auxin response,,
TIR1,GENE,AUX_IAA,GENE,inhibition,,MEDIUM,TIR1 targets Aux/IAA proteins for SCF-mediated degradation when auxin is bound.,,,,,,auxin-induced polyubiquitination and proteasomal degradation of Aux/IAA,,
TIR1,GENE,IAA14,GENE,inhibition,,MEDIUM,SCF-TIR1 ubiquitinates IAA14 for 26S proteasomal degradation in presence of auxin,,,,,,The auxin signal captured by TIR1/AFBs accelerates the degradation of Aux/IAA proteins such as IAA14/SLR,,
TIR1,GENE,IAA19,GENE,inhibition,,MEDIUM,"SCF-TIR1 ubiquitinates auxin-bound Aux/IAA19 for 26S proteasome degradation, releasing ARF6/7/8 to activate elongation genes",,,,,,ARFs released from Aux/IAA repression activate growth genes,,
TIR1,GENE,IAA28,GENE,inhibition,,MEDIUM,SCF-TIR1 degradation of IAA28,,,,,,"TIR1/AFBs accelerates the degradation of Aux/IAA proteins such as IAA14/SLR, IAA3/SHY2, IAA19/MSG2, and IAA28",,
TOC1,GENE,PIF4,GENE,inhibition,,MEDIUM,TOC1 (PRR1) binds the PIF4 promoter at dawn and represses transcription; toc1 mutants have long hypocotyl. Clock gate on PIF4 (JUDGE S001).,,,,,,TOC1 represses both the transcription of PIF4 and the transcriptional activation activity of its protein,,
TPS1,GENE,FT,GENE,activation,,MEDIUM,TPS1 via T6P production in leaves is required for FT expression,,,,,,tps1 rescued plants: Stunted and late flowering with near loss of FLOWERING LOCUS T expression in the leaves,,
TPS1,GENE,T6P,METABOLITE,activation,,MEDIUM,TPS1 catalyzes synthesis of trehalose-6-phosphate from UDP-glucose and glucose-6-phosphate,,,,,,Tre6P synthesis by TPS1 is essential for embryogenesis and postembryonic growth,,
TTG2,GENE,Integument_Growth,PROCESS,activation,,MEDIUM,WRKY TF promotes integument cell elongation and tannin synthesis,,,,,,TTG2 gene acts maternally to promote cell expansion in integuments,,
Temperature,ENVIRONMENT,ELF3_EC,PROTEIN_COMPLEX,inhibition,,MEDIUM,Warm temperature disrupts Evening Complex (ELF3/ELF4/LUX) assembly via ELF3 prion-like domain phase transition.,,,,,,Elevated temperature inactivates ELF3 and releases thermoresponsive growth,,
Temperature,ENVIRONMENT,HSFA1D,GENE,activation,,MEDIUM,"Warm temperature activates HSFA1d heat-shock factor, which stabilizes PIF4 (thermomorphogenesis intermediate â€” JUDGE S003 iter 2).",,,,,,Warm temperature markedly enhanced daytime accumulation of HSFA1d in light-dependent manner,,
Temperature,ENVIRONMENT,HY5,GENE,inhibition,,MEDIUM,Warm temperature destabilizes HY5 protein.,,,,,,High temperature triggers the degradation of HY5,,
Temperature,ENVIRONMENT,PIF4_5_7,PROTEIN_COMPLEX,activation,,MEDIUM,"High ambient temperature increases PIF4 protein abundance and activity, independent of light",,,,,,PIF4 is required for thermomorphogenic elongation of hypocotyls and petioles at elevated ambient temperature,,
UBP15,GENE,Integument_Growth,PROCESS,activation,,MEDIUM,UBP15 deubiquitinates growth-promoting substrates; promotes cell proliferation,,,,,,UBP15 influences seed size by promoting cell proliferation in the maternal integuments,,
UVR8,GENE,COP1_SPA,GENE,inhibition,,MEDIUM,Monomeric UVR8 binds COP1 and prevents COP1-mediated HY5 ubiquitination.,,,,,,wild type but not the mutant UVR8 and COP1 proteins directly interact in a UV-B-dependent rapid manner in planta,,
UVR8,GENE,HY5,GENE,activation,,MEDIUM,UVR8 positively regulates HY5 expression through COP1 sequestration and direct HY5 gene activation.,,,,,,"UVR8 associates constitutively with chromatin regions of several UV-B-activated genes, including the HY5 genomic locus",,
UVR8,GENE,PIF5,GENE,inhibition,,MEDIUM,UV-B destabilizes PIF5.,,,,,,PIF4-HA and PIF5-HA protein levels decrease under UV-B in UVR8-dependent manner,,
VAL1,GENE,ABI3,GENE,repression,,MEDIUM,VAL1 silences ABI3 via chromatin,,,,,,abi3 mutations partially suppress val1 val2 phenotype; ABI3 upregulated in val1 val2 seedlings,,
VAL1,GENE,FUS3,GENE,repression,,MEDIUM,VAL1 silences FUS3 via chromatin repression,,,,,,FUS3 shows elevated expression in val1 val2 seedlings,,
VAL1,GENE,LEC1,GENE,repression,,MEDIUM,VAL1 B3 repressor silences LEC1 via PKL chromatin remodeling,,,,,,val1 val2 double mutants show strong upregulation of LEC1 transcript levels,,
VAL1,GENE,LEC2,GENE,repression,,MEDIUM,VAL1 silences LEC2 in seedlings,,,,,,LEC2 transcripts strongly up-regulated in the val1 val2 mutant seedlings,,
VAL1,GENE,PKL,GENE,activation,,MEDIUM,VAL1 physically interacts with PKL and recruits it to LAFL loci,,,,,,VAL1 and VAL2 physically interact with PKL in vivo and promote efficient PKL recruitment at thousands of target genes,,
VAL2,GENE,ABI3,GENE,repression,,MEDIUM,VAL2 silences ABI3 redundantly,,,,,,ABI3 upregulated in val1 val2 seedlings,,
VAL2,GENE,FUS3,GENE,repression,,MEDIUM,VAL2 silences FUS3 redundantly,,,,,,FUS3 elevated in val1 val2 seedlings,,
VAL2,GENE,LEC1,GENE,repression,,MEDIUM,VAL2 B3 repressor silences LEC1 redundantly with VAL1,,,,,,val1 val2 double mutants show strong upregulation of LEC1,,
VAL2,GENE,LEC2,GENE,repression,,MEDIUM,VAL2 silences LEC2 redundantly,,,,,,LEC2 strongly up-regulated in val1 val2,,
VAL2,GENE,PKL,GENE,activation,,MEDIUM,VAL2 recruits PKL redundantly,,,,,,VAL2 interacts with PKL and recruits it to target genes,,
VIN3,GENE,FLC,GENE,repression,,MEDIUM,VIN3 PHD protein binds H3K9me2 and recruits PRC2 for H3K27me3 silencing,,,,,,all VIN3 family proteins preferentially bind to H3K9me2 peptides in vitro through PHD motifs,,
Vernalization,ENVIRONMENT,AGL24,GENE,activation,,MEDIUM,Vernalization (extended cold) upregulates AGL24 expression,,,,,,Vernalization increases AGL24 expression,,
Vernalization,ENVIRONMENT,VIN3,GENE,activation,,MEDIUM,Vernalizing cold progressively activates VIN3 via H3K4me3,,,,,,"VIN3 mRNA is present at very low abundance during growth at warm temperatures, with expression increasing progressively during vernalization",,
WOX11,GENE,LBD,PROTEIN_COMPLEX,activation,,MEDIUM,WOX11/12 upregulate LBD16 to drive root founder cell fate transition [Edge represents composite family; evidence drawn from curated E221 (WOX11->LBD16).],,,,,,WOX11 and WOX12 then act redundantly to upregulate LBD16 and LBD29,,
Warm_Temperature,ENVIRONMENT,FT,GENE,activation,,MEDIUM,"Warm ambient temperature triggers FT upregulation via multiple routes (H2A.Z eviction, PIF4 activation, SVP degradation, FLM splicing)",,,,,,A mild increase in temperature can trigger floral transition in Arabidopsis...mainly attributed to an increase in expression of the major flowering-promoting genes FLOWERING LOCUS T (FT),,
Warm_Temperature,ENVIRONMENT,PIF4,GENE,activation,,MEDIUM,Warm temperature releases ELF3/HY5 repression and stabilizes PIF4 via reduced phyB activity,,,,,,Warm temperatures reduce the binding of the evening complex to chromatin and eventually promotes the expression of PIF4,,
Warm_Temperature,ENVIRONMENT,SVP,GENE,repression,,MEDIUM,Warm ambient temperature triggers rapid SVP protein degradation via the 26S proteasome pathway,,,,,,SVP protein is rapidly degraded by the 26S proteasome pathway in response to warm ambient temperatures,,
YUC10,GENE,Auxin,HORMONE,activation,,MEDIUM,flavin monooxygenase converts IPA to IAA in endosperm post-fertilization,,,,,,Auxin biosynthesis following fertilization is dependent on paternally-expressed YUC10 and TAR1,,
YUC11,GENE,Auxin,HORMONE,activation,,MEDIUM,flavin monooxygenase auxin biosynthesis,,,,,,"Two YUC genes expressed in endosperm, YUC10 and YUC11",,
